Symbol,Company Name,EPS Growth CFY*,EPS Growth NFY*,Revenue Growth CFY*,Revenue Growth NFY*,Dividend Yield,Dividend Growth 5 Year
ALR,Alerislife Inc,-43.08%,58.06%,-23.77%,11.64%,0.00%,0.00%
ALRS,Alerus Financial Corp,-21.21%,14.10%,-6.08%,9.68%,2.93%,0.00%
ALEX,Alexander & Baldwin Inc (Hawaii),-81.25%,755.56%,-0.30%,2.96%,4.45%,23.22%
ALX,"Alexander's, Inc.",0.00%,0.00%,0.00%,0.00%,6.95%,2.38%
ARE,Alexandria Real Estate Equities Inc,-56.28%,91.62%,18.13%,12.07%,2.83%,1.44%
AXU,Alexco Resource Corp. (USA),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALF^J10,Alfi Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ASTL,Algoma Steel Group Inc,0.00%,0.00%,0.00%,0.00%,2.14%,0.00%
BABA,Alibaba Group Holding Ltd - ADR,-3.00%,17.63%,6.22%,12.39%,0.00%,0.00%
ALCO,"Alico, Inc.",0.00%,0.00%,-14.52%,12.61%,5.90%,35.30%
ALIT,Alight Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALGN,"Align Technology, Inc.",-23.08%,21.09%,0.89%,12.06%,0.00%,0.00%
ALHC,Alignment Healthcare Inc,29.82%,6.25%,17.53%,20.89%,0.00%,0.00%
ALGS,Aligos Therapeutics Inc,24.22%,31.56%,77.01%,-100.00%,0.00%,0.00%
ALIM,Alimera Sciences Inc,-195.45%,69.23%,-3.04%,18.64%,0.00%,0.00%
ALJJ,"ALJ Regional Holdings, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
WTER,Alkaline Water Company Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALKT,Alkami Technology Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALKS,Alkermes Plc,-73.08%,128.57%,-6.23%,5.14%,0.00%,0.00%
ALLK,Allakos Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALLR,Allarity Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BIRD,Allbirds Inc,18.46%,20.75%,12.69%,20.90%,0.00%,0.00%
Y,Alleghany Corporation,64.81%,13.54%,0.00%,5.93%,0.00%,0.00%
ABTX,Allegiance Bancshares Inc,-39.40%,16.87%,26.01%,43.07%,1.23%,0.00%
ALGT,Allegiant Travel Company,-14.71%,404.02%,33.11%,9.77%,0.00%,0.00%
ALLE,Allegion PLC,4.05%,12.04%,13.03%,9.60%,1.59%,24.57%
ALLG,Allego NV,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALGM,Allegro MicroSystems Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALNA,Allena Pharmaceuticals Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALE,ALLETE Inc,16.10%,4.80%,4.15%,0.94%,4.18%,3.91%
ARLP,"Alliance Resource Partners, L.P.",226.21%,28.12%,55.75%,11.09%,6.88%,-27.43%
AWF,AllianceBernstein Global Hgh Incm Fd Inc,0.00%,0.00%,0.00%,0.00%,7.44%,0.00%
AB,Alliancebernstein Holding LP,-24.16%,5.08%,-5.74%,4.52%,10.60%,15.39%
AFB,AllianceBernstein Natnl Muncpl Incm Fnd.,0.00%,0.00%,0.00%,0.00%,4.35%,65.84%
LNT,Alliant Energy Corporation,5.32%,5.05%,2.35%,2.91%,2.77%,6.50%
ALID,Allied Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AESE,Allied Esports Entertainment Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AHPI,Allied Healthcare Products Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMOT,"Allied Motion Technologies, Inc.",-1.59%,43.55%,19.95%,9.38%,0.29%,7.34%
ALOD,Allied Resources Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALSN,Allison Transmission Holdings Inc,24.46%,15.56%,12.30%,3.55%,2.16%,4.84%
ALLO,Allogene Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALLT,Allot Ltd,-305.88%,26.09%,-5.97%,13.45%,0.00%,0.00%
ALVR,Allovir Inc,16.42%,0.87%,0.00%,0.00%,0.00%,0.00%
MDRX,Allscripts Healthcare Solutions Inc,-42.66%,8.54%,-59.03%,5.96%,0.00%,0.00%
EOD,Allspring Global Dividend Opportunty Fnd,0.00%,0.00%,0.00%,0.00%,10.27%,0.00%
EAD,Allspring Income Opportunities Fund,0.00%,0.00%,0.00%,0.00%,9.83%,-2.09%
ERC,Allspring Multi-Sector Income Fund,0.00%,0.00%,0.00%,0.00%,10.79%,0.00%
ERH,Allspring Utilities and High Income Fund,0.00%,0.00%,0.00%,0.00%,7.25%,0.00%
ALL,Allstate Corp,-61.57%,119.88%,12.56%,6.88%,2.68%,18.15%
ALLY,Ally Financial Inc,-14.75%,-5.45%,5.00%,4.15%,3.36%,40.63%
AAU,ALMADEN MINERALS LTD,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALNY,"Alnylam Pharmaceuticals, Inc.",-3.06%,42.86%,27.29%,50.92%,0.00%,0.00%
AOSL,Alpha and Omega Semiconductor Ltd,1.97%,4.95%,7.83%,8.17%,0.00%,0.00%
APHE,Alpha Energy Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALPA,Alpha Healthcare Acquisition Corp III,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMR,Alpha Metallurgical Resources Inc,535.82%,-64.27%,85.40%,-31.45%,1.08%,0.00%
ANAV,Alpha Network Alliance Ventures Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APTM,Alpha Partners Technology Merger Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APT,"Alpha Pro Tech, Ltd.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALBKY,Alpha Services and Holdings SA (ADR),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALSA,Alpha Star Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
TKNO,Alpha Teknova Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GOOGL,Alphabet Inc,-8.91%,15.46%,12.24%,12.20%,0.00%,0.00%
ATEC,Alphatec Holdings Inc,13.33%,32.31%,33.80%,21.50%,0.00%,0.00%
ALPP,Alpine 4 Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
REVE,Alpine Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALPIB,Alpine Banks of Colorado,0.00%,0.00%,0.00%,0.00%,2.45%,0.00%
ALPN,Alpine Immune Sciences Inc,53.54%,-90.22%,158.90%,-22.52%,0.00%,0.00%
PINE,Alpine Income Property Trust Inc,0.00%,0.00%,0.00%,0.00%,5.83%,0.00%
ALRT,ALR Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ACAX,Alset Capital Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AEI,Alset Ehome International Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALOR,ALSP Orchid Acquisition I Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALTG,Alta Equipment Group Inc,0.00%,0.00%,0.00%,0.00%,1.73%,0.00%
ALTR,Altair Engineering Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATAO,Altair International Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CYTO,Altamira Therapeutics Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALCC,ALTC Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AEAE,Altenergy Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ABTI,Alterola Biotech Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AYX,Alteryx Inc,-218.75%,0.00%,44.66%,18.99%,0.00%,0.00%
ALTX,"Altex Industries, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATUS,Altice USA Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATGN,"AltiGen Communications, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATAQ,Altimar Acquisition Corp III,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AGCB,Altimeter Growth 2 Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALT,Altimmune Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AAMC,Altisource Asset Management Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ASPS,Altisource Portfolio Solutions S.A.,54.04%,0.00%,6.90%,79.21%,0.00%,0.00%
ALTU,Altitude Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALTD,Altitude International Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALTO,Alto Ingredients Inc,-30.91%,65.79%,8.19%,-4.73%,0.00%,0.00%
AIMC,Altra Industrial Motion Corp,2.48%,9.70%,1.43%,2.32%,0.83%,-12.94%
MO,Altria Group Inc,5.42%,4.94%,-1.08%,1.59%,7.98%,8.84%
,Altus Power Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AWCMY,Alumina Limited (ADR),0.00%,0.00%,0.00%,0.00%,5.62%,0.00%
ACH,Aluminum Corporation of China Ltd (ADR),0.00%,0.00%,0.00%,0.00%,2.57%,0.00%
ALVO,Alvotech SA,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALXO,ALX Oncology Holdings Inc,-41.06%,-11.30%,0.00%,0.00%,0.00%,0.00%
ALZN,Alzamend Neuro Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMAL,Amalgamated Bank,50.60%,14.23%,26.16%,9.88%,1.67%,0.00%
AMSU,Amanasu Environment Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMRN,Amarin Corporation plc (ADR),0.00%,33.33%,-38.54%,-7.50%,0.00%,0.00%
AMZN,"Amazon.com, Inc.",-98.46%,"4,620.00%",11.20%,15.51%,0.00%,0.00%
AMFC,AMB Financial Corp.,0.00%,0.00%,0.00%,0.00%,0.86%,0.00%
AMBC,"Ambac Financial Group, Inc.",0.00%,-58.70%,-39.29%,-48.31%,0.00%,0.00%
AMBA,Ambarella Inc,-24.22%,54.10%,5.71%,23.30%,0.00%,0.00%
ABCP,AmBase Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ABEV,Ambev SA (ADR),6.67%,0.00%,15.34%,7.94%,6.90%,-1.16%
AMBO,Ambow Education Holding Ltd (ADR),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMAM,Ambrx Biopharma Inc - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMC,AMC Entertainment Holdings Inc,52.26%,61.42%,72.15%,19.53%,0.00%,0.00%
AMCX,AMC Networks Inc,-19.81%,-8.02%,1.45%,1.52%,0.00%,0.00%
AMCI,AMCI Acquisition Corp II,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
DIT,AMCON Distributing Co,0.00%,0.00%,0.00%,0.00%,0.33%,0.00%
AMCR,Amcor PLC,0.00%,0.00%,0.00%,0.00%,3.80%,2.66%
DOX,Amdocs Limited,10.19%,11.51%,6.73%,7.35%,1.80%,13.50%
AMED,Amedisys Inc,-9.75%,9.50%,3.84%,9.86%,0.00%,0.00%
AMEN,"AMEN Properties, Inc",0.00%,0.00%,0.00%,0.00%,7.21%,0.00%
AMMX,AmeraMex International Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,Amerant Bancorp Inc,1.69%,40.88%,-4.79%,14.47%,0.31%,0.00%
UHAL,AMERCO,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AEE,Ameren Corp,6.25%,7.11%,5.93%,3.55%,2.51%,5.11%
AMRC,Ameresco Inc,24.50%,8.51%,52.85%,-12.22%,0.00%,0.00%
AMHG,Amergent Hospitality Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATAX,America First Multifamily Investors LP,74.36%,-45.96%,-7.65%,16.07%,7.52%,-5.84%
AAGH,America Great Health,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMX,America Movil SAB de CV (ADR),30.56%,7.09%,-0.82%,3.42%,0.00%,0.00%
CRMT,"America's Car-Mart, Inc.",-6.88%,-2.83%,6.66%,1.37%,0.00%,0.00%
AMAO,American Acquisition Opportunity Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AAL,American Airlines Group Inc,87.83%,0.00%,60.25%,5.07%,0.00%,0.00%
AAT,"American Assets Trust, Inc",25.53%,16.95%,7.85%,2.95%,4.24%,2.81%
AXL,"American Axle & Manufact. Holdings, Inc.",1.08%,59.57%,12.89%,8.22%,0.00%,0.00%
AMBK,American Bank Inc. (PA),0.00%,0.00%,0.00%,0.00%,2.82%,0.00%
ABML,American Battery Technology Co,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ABLT,American Biltrite Inc.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMBZ,American Business Bank,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMMJ,American Cannabis Company Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ACMC,American Church Mortgage Company,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ACRG,American Clean Resources Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CRYO,American Cryostem Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AEO,American Eagle Outfitters Inc,-47.03%,22.41%,1.79%,4.31%,5.78%,6.26%
AEP,American Electric Power Company Inc,5.49%,5.60%,5.44%,1.26%,3.08%,5.74%
AEL,American Equity Investment Life Holding,16.94%,42.06%,14.63%,5.48%,0.80%,7.21%
AXP,American Express Company,-1.70%,14.72%,24.33%,12.39%,1.28%,7.65%
AMFL,American Films Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AFG,American Financial Group Inc,-0.69%,2.95%,6.33%,13.60%,1.69%,12.32%
AGIN,American Graphite Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMH,American Homes 4 Rent,31.71%,5.56%,13.76%,11.57%,1.90%,14.87%
AIG,American International Group Inc,-3.32%,27.47%,234.84%,-2.55%,2.27%,0.00%
AIVN,"American International Ventures, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMLM,American Lithium Minerals Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMRR,American Metals Recovery and Recyclg Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMNB,American National BankShares Inc,-18.75%,2.15%,-3.43%,6.23%,3.20%,2.57%
IFNY,American Noble Gas Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AOUT,American Outdoor Brands Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AOREF,American Overseas Group Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APGI,American Power Group Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APEI,"American Public Education, Inc.",-15.46%,41.46%,45.46%,1.75%,0.00%,0.00%
ARL,"American Realty Investors, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AREB,American Rebel Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AREC,American Resources Corp,89.83%,0.00%,953.51%,123.38%,0.00%,0.00%
AMS,American Shared Hospital Services,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMNP,American Sierra Gold Corp.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMSWA,"American Software, Inc.",-25.53%,45.71%,4.41%,9.75%,2.39%,0.46%
AWR,American States Water Co,1.18%,6.98%,2.90%,2.40%,1.82%,8.90%
AMSC,American Superconductor Corporation,-12.70%,57.75%,5.53%,18.12%,0.00%,0.00%
AMT,American Tower Corp,-1.41%,-11.29%,13.78%,4.33%,2.09%,19.32%
AVD,American Vanguard Corp.,76.56%,15.93%,12.39%,7.86%,0.50%,21.67%
AVCT,American Virtual Cloud Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AWK,American Water Works Company Inc,11.81%,8.31%,-2.65%,6.88%,1.69%,9.98%
AMWL,American Well Corp,-43.48%,33.33%,9.24%,16.11%,0.00%,0.00%
AMWD,American Woodmark Corporation,91.49%,15.08%,14.62%,2.39%,0.00%,0.00%
ACAN,Americann Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATA,Americas Technology Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
COLD,Americold Realty Trust Inc,0.00%,0.00%,0.00%,0.00%,2.74%,0.00%
ACRU,AmeriCrew Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AGSS,AmeriGuard Security Services Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMP,"Ameriprise Financial, Inc.",6.30%,15.79%,0.31%,2.93%,1.76%,8.69%
ABCB,Ameris Bancorp,-4.07%,4.44%,6.43%,6.57%,1.23%,19.14%
AMSF,"Amerisafe, Inc.",1.06%,1.75%,-8.13%,1.80%,2.56%,-21.81%
ASRV,"AmeriServ Financial, Inc.",0.00%,0.00%,0.00%,0.00%,2.98%,14.87%
ABC,AmerisourceBergen Corp.,18.79%,4.27%,11.25%,4.92%,1.24%,5.29%
ATCC,Ameritrust Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMTY,Amerityre Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATLO,Ames National Corporation,0.00%,0.00%,0.00%,0.00%,4.87%,4.41%
AMST,Amesite Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AME,"AMETEK, Inc.",13.81%,6.34%,9.37%,3.62%,0.69%,17.32%
FUNN,Amfil Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMGN,"Amgen, Inc.",1.99%,7.05%,0.80%,4.29%,3.12%,11.97%
FOLD,"Amicus Therapeutics, Inc.",2.17%,77.78%,9.09%,40.38%,0.00%,0.00%
AMKR,"Amkor Technology, Inc.",14.02%,6.31%,12.44%,4.09%,0.91%,0.00%
POWW,Ammo Inc,40.74%,57.89%,26.00%,8.54%,0.00%,0.00%
AMN,"AMN Healthcare Services, Inc.",41.22%,-26.10%,28.31%,-16.17%,0.00%,0.00%
AMRX,Amneal Pharmaceuticals Inc,-18.82%,21.74%,5.27%,4.87%,0.00%,0.00%
AP,Ampco-Pittsburgh Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMPH,Amphastar Pharmaceuticals Inc,24.82%,11.70%,15.28%,7.95%,0.00%,0.00%
APH,Amphenol Corporation,16.53%,4.15%,12.50%,5.62%,1.03%,16.97%
AMPE,Ampio Pharmaceuticals Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMPY,Amplify Energy Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMPG,Amplitech Group Inc,75.47%,0.00%,258.27%,37.57%,0.00%,0.00%
AMPL,Amplitude Inc,-16.67%,-5.71%,40.13%,30.49%,0.00%,0.00%
AXR,AMREP Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMYT,Amryt Pharma PLC - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
HKD,AMTD Digital Inc - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMTD,AMTD IDEA Group - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ASYS,"Amtech Systems, Inc.",0.00%,0.00%,7.54%,57.93%,0.00%,0.00%
AMLX,Amylyx Pharmaceuticals Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AMRS,Amyris Inc,-17.05%,59.22%,13.48%,41.52%,0.00%,0.00%
ANTX,AN2 Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALNPY,ANA Holdings Inc - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANMP,Anacomp Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ADI,"Analog Devices, Inc.",43.34%,5.72%,61.34%,4.26%,1.74%,10.14%
ANAB,AnaptysBio Inc,-117.56%,2.47%,-79.61%,50.37%,0.00%,0.00%
AVXL,Anavex Life Sciences Corp,-14.81%,19.35%,0.00%,0.00%,0.00%,0.00%
ANDE,Andersons Inc,1.73%,-3.40%,25.47%,-1.17%,1.87%,2.60%
ANDR,Andrea Electronics Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
WNNR,Andretti Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANEB,Anebulo Pharmaceuticals Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
FINS,Angel Oak Final Strategies Incm Trm Trst,0.00%,0.00%,0.00%,0.00%,8.85%,0.00%
AOMR,Angel Oak Mortgage Inc,0.00%,0.00%,0.00%,0.00%,11.78%,0.00%
POND,Angel Pond Holdings Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANGH,Anghami Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANGI,Angi Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANGO,"AngioDynamics, Inc.",0.00%,650.00%,8.85%,8.30%,0.00%,0.00%
ANGN,Angion Biomedica Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANPCY,Angle PLC (ADR),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
NGLOY,Anglo American plc (ADR),0.00%,0.00%,0.00%,0.00%,11.31%,0.00%
AU,AngloGold Ashanti Limited (ADR),5.48%,20.78%,12.05%,5.21%,3.20%,-8.36%
AGTT,Angstrom Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BUD,Anheuser-Busch Inbev SA  (ADR),8.07%,11.69%,7.99%,5.98%,2.07%,-31.89%
ANIP,ANI Pharmaceuticals Inc,-57.01%,125.36%,39.87%,17.65%,0.00%,0.00%
ANIK,Anika Therapeutics Inc,0.00%,64.47%,4.43%,10.24%,0.00%,0.00%
ANIX,Anixa Biosciences Inc,-13.33%,-21.57%,-100.00%,0.00%,0.00%,0.00%
NLY,"Annaly Capital Management, Inc.",-7.76%,-9.35%,27.61%,14.47%,13.04%,-6.01%
ANNX,Annexon Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANVS,Annovis Bio Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANPC,AnPac Bio-Medical Science Co Ltd - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ANSS,"ANSYS, Inc.",5.02%,9.69%,5.69%,9.05%,0.00%,0.00%
AEHL,Antelope Enterprise Holdings Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATEX,Anterix Inc,-26.09%,63.98%,318.36%,476.71%,0.00%,0.00%
AM^H13,Antero Midstream Corp,0.00%,0.00%,0.00%,0.00%,8.67%,0.00%
AR,Antero Resources Corp,342.36%,28.57%,51.69%,10.65%,0.00%,0.00%
ADAL,Anthemis Digital Acquisitions I Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
HOUS,Anywhere Real Estate Inc,-45.54%,21.82%,-6.68%,0.28%,0.00%,0.00%
ANZU,Anzu Special Acquisition Corp I,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AON,Aon PLC,9.92%,10.46%,4.16%,5.58%,0.75%,9.06%
APCA,AP Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APA,APA Corp (US),138.21%,4.41%,38.40%,-10.33%,1.44%,-32.75%
,Apartment Income REIT Corp,0.00%,0.00%,0.00%,0.00%,3.96%,0.00%
AIV,Apartment Investment and Management Co,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APN/U,Apeiron Capital Investment Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APLS,Apellis Pharmaceuticals Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APGN,Apexigen Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APG,APi Group Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APOG,Apogee Enterprises Inc,47.58%,3.55%,5.35%,1.91%,2.02%,9.75%
ARI,Apollo Commercial Real Est. Finance Inc,4.51%,1.44%,-0.73%,2.16%,10.91%,-5.32%
APEN,Apollo Endosurgery Inc,-14.63%,10.64%,17.70%,16.62%,0.00%,0.00%
APO^A10,Apollo Global Management Inc,17.11%,26.40%,-5.09%,15.23%,2.79%,10.93%
AINV,Apollo Investment Corp.,1.34%,7.28%,15.94%,1.36%,9.43%,-10.00%
AMEH,Apollo Medical Holdings Inc,-26.38%,14.17%,38.28%,8.23%,0.00%,0.00%
AFT,Apollo Senior Floating Rate Fund Inc,0.00%,0.00%,0.00%,0.00%,8.07%,0.00%
APGB,Apollo Strategic Growth Capital II,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AIF,Apollo Tactical Income Fund Inc,0.00%,0.00%,0.00%,0.00%,8.75%,0.00%
APPF,AppFolio Inc,0.00%,13.64%,28.05%,20.39%,0.00%,0.00%
APGT,Appgate Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APPH,Appharvest Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APPN,Appian Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APLE,Apple Hospitality REIT Inc,762.50%,18.84%,30.01%,6.12%,3.58%,-49.35%
AAPL,Apple Inc,8.73%,5.57%,7.27%,4.92%,0.55%,9.30%
APLD,Applied Blockchain Inc,0.00%,0.00%,0.00%,"1,486.14%",0.00%,0.00%
APDN,Applied DNA Sciences Inc,28.99%,40.82%,99.58%,12.50%,0.00%,0.00%
AERG,"Applied Energetics, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AGTC,Applied Genetic Technologies Corp,15.25%,24.67%,-100.00%,0.00%,0.00%,0.00%
AIT,Applied Industrial Technologies Inc,2.89%,9.90%,5.01%,1.50%,1.14%,3.40%
AMAT,"Applied Materials, Inc.",9.36%,11.36%,9.84%,7.46%,0.99%,18.13%
AMTI,Applied Molecular Transport Inc.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AAOI,Applied Optoelectronics Inc,-46.05%,35.14%,6.71%,15.81%,0.00%,0.00%
APLT,Applied Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AUVI,Applied UV Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ALDS,APPlife Digital Solutions Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APQT,Appliqate Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APP,Applovin Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ASFT,Appsoft Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APCX,AppTech Payments Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APYP,AppYea Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APRE,Aprea Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
APTY,APT Systems Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ATR,"AptarGroup, Inc.",-0.77%,10.91%,4.07%,3.52%,1.39%,4.22%
APVO,Aptevo Therapeutics Inc,7.08%,-24.29%,13.20%,13.20%,0.00%,0.00%
