Symbol,Company Name,Thomson Reuters,Argus Analyst,Argus A6 Quantitative,Market Edge,Morgan Stanley,SmartConsensus,Thomson Reuters Consensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment
IFS,Intercorp Financial Services Inc,Positive,--,,NC,--,,2.5,,
IDCC,InterDigital Inc,Positive,--,HOLD,Neutral From Long,--,Hold,2.3,Moderate Sell,Bullish
ITDN,Interdyne Co,--,--,,NC,--,,0.0,,
TILE,"Interface, Inc.",Neutral,--,HOLD,Long,--,Drop,2.5,N/A,Bullish
INTG,InterGroup Corp,Neutral,--,,NC,--,,3.0,N/A,Bullish
LINK,Interlink Electronics Inc,Positive,--,,NC,--,,0.0,Moderate Buy,Bullish
IBOC,International Bancshares Corp,Positive,--,HOLD,Long,--,Hold,3.0,,
IBM,International Business Machines Corp.,Neutral,Buy,HOLD,Avoid,Overweight,Hold,2.7,Moderate Buy,Bullish
INCC,International Consolidated Companies Inc,--,--,,NC,--,,0.0,,
IDND,International Dispensing Corporation,--,--,,NC,--,,0.0,,
IFF,International Flavors & Fragrances Inc,Neutral,Hold,BUY,Neutral From Avoid,Overweight,Hold,2.2,Moderate Buy,N/A
IGT,International Game Technology PLC,Positive,Buy,SELL,Neutral From Avoid,--,Hold,2.0,Strong Buy,Bullish
IGIC,International General Insuranc Hldgs Ltd,Positive,--,,NC,--,,1.5,Moderate Buy,N/A
INIS,International Isotopes Inc.,--,--,,NC,--,,2.0,,
ILAL,International Land Alliance Inc,--,--,,NC,--,,2.0,,
IMAQ,International Media Acquisition Corp,--,--,,NC,--,,0.0,,
IMXI,International Money Express Inc,Neutral,--,,NC,--,,2.2,Strong Buy,Bullish
IP,International Paper Co,Neutral,Buy,BUY,Neutral From Avoid,Underweight,Hold,2.9,Hold,Bullish
INSW,International Seaways Inc,Neutral,--,,NC,--,,1.8,Strong Buy,Bullish
ILST,International Star Inc,--,--,,NC,--,,0.0,,
ISCO,International Stem Cell Corp,--,--,,NC,--,,0.0,,
THM,International Tower Hill Mines Ltd,--,--,,NC,--,,2.0,,
ITNF,Internet Infinity Inc,--,--,,NC,--,,0.0,,
IIJIY,Internet Initiative Japan Inc. (ADR),--,--,,NC,--,,0.0,N/A,Bullish
IDXG,Interpace Biosciences Inc,Negative,--,,NC,--,Drop,3.0,Hold,N/A
IPVA,InterPrivate II Acquisition Corp,--,--,,NC,--,,0.0,,
IPVF,InterPrivate III Financial Partners Inc,--,--,,NC,--,,0.0,N/A,Bearish
IPVI,InterPrivate IV Infratech Partners Inc,--,--,,NC,--,,0.0,,
IPG,Interpublic Group of Companies Inc,Neutral,Buy,SELL,Neutral From Avoid,Equalweight,Hold,2.3,Moderate Buy,Bullish
IIPZF,INTERRENT REAL ESTATE INV TR,--,--,,NC,--,,2.0,,
ISNPY,Intesa Sanpaolo Spa (ADR),--,--,,NC,--,,1.0,N/A,Bullish
INTT,inTEST Corporation,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
IVAC,"Intevac, Inc.",Negative,--,,Neutral From Avoid,--,Sell,3.0,Hold,N/A
ITCI,Intra-Cellular Therapies Inc,Neutral,--,,Neutral From Avoid,--,Sell,1.7,Strong Buy,Bullish
IPI,Intrepid Potash Inc,Neutral,--,,Neutral From Avoid,Underweight,Hold,3.7,Moderate Sell,Bullish
INTZ,Intrusion Inc.,Negative,--,,NC,--,,2.7,Moderate Buy,N/A
INTU,Intuit Inc.,Neutral,Buy,BUY,Long,Overweight,Buy,1.7,Strong Buy,Bullish
ISRG,"Intuitive Surgical, Inc.",Neutral,Buy,BUY,Long,Equalweight,Buy,2.1,Moderate Buy,Bullish
INUV,Inuvo Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
IVC,Invacare Corporation,Negative,--,SELL,Long,--,Sell,2.0,Moderate Buy,N/A
IDEA,Invent Ventures Inc,--,--,,NC,--,,0.0,,
IVT,Inventrust Properties Corp,Neutral,--,,NC,--,,3.0,Hold,Bullish
VKI,Invesco Advantage Municipal Income Tr II,--,--,,Long,--,,3.0,,
VBF,Invesco Bond Fund,--,--,,NC,--,,0.0,,
VCV,Invesco California Value Mncpl Incm Trst,--,--,,NC,--,,3.0,,
DBV,Invesco DB G10 Currency Harvest Fund,--,--,,NC,--,,0.0,,
IVZ,Invesco Ltd.,Negative,Buy,HOLD,Neutral From Avoid,Equalweight,Hold,2.6,Hold,Bullish
IVR,Invesco Mortgage Capital Inc,Positive,--,HOLD,Long,--,Hold,3.6,Moderate Sell,Bullish
OIA,Invesco Municipal Income Opp Trust,--,--,,NC,--,,0.0,,
VMO,Invesco Municipal Opportunity Trust,--,--,,NC,--,,3.0,,
VKQ,Invesco Municipal Trust,--,--,,Long,--,,0.0,,
VPV,Invesco Pennsylvania Value Mncpl Incm Tr,--,--,,NC,--,,3.0,,
IQI,Invesco Quality Municipal Income Trust,--,--,,NC,--,,3.0,,
VVR,Invesco Senior Income Trust,--,--,,NC,--,,1.0,,
VGM,Invesco Trust for Investment GradeMncpls,--,--,,Long,--,,0.0,,
IIM,Invesco Value Municipal Income Trust,--,--,,NC,--,,3.0,,
VLT,Invesco Van Kampen High Income Trust II,--,--,,NC,--,,2.0,,
VTN,Invesco Van Kmpn Trst for Inv Gr NY Mcps,--,--,,NC,--,,1.0,,
ISTR,Investar Holding Corp,Positive,--,,NC,--,,2.3,N/A,Bullish
ICMB,Investcorp Credit Management Bdc Inc,Neutral,--,,NC,--,,3.0,N/A,Bullish
IVCB,Investcorp Europe Acquisition I Corp,--,--,,NC,--,,0.0,,
IVCA,Investcorp India Acquisition Corp,--,--,,NC,--,,0.0,,
ITIC,Investors Title Company,Neutral,--,,NC,--,,3.0,N/A,Bullish
,Investview Inc,--,--,,NC,--,,0.0,,
NVTA,Invitae Corp,Negative,--,,Long,Equalweight,Sell,3.2,Hold,Bullish
INVH,Invitation Homes Inc,Neutral,--,,Long,Overweight,Hold,2.0,Strong Buy,Bullish
IVRO,InVitro International,--,--,,NC,--,,0.0,,
NVIV,Invivo Therapeutics Holdings Corp,--,--,,NC,--,,0.0,N/A,Bullish
INVO,Invo Bioscience Inc,Neutral,--,,NC,--,,2.5,Moderate Buy,N/A
IOBT,IO Biotech Inc,Negative,--,,NC,Overweight,,1.5,N/A,Bullish
IOCJY,Iochpe Maxion SA - ADR,--,--,,NC,--,,0.0,,
IACC,Ion Acquisition Corp 3 Ltd,--,--,,NC,--,,0.0,,
IOGPQ,Ion Geophysical Corp,Negative,--,,NC,--,Sell,3.0,,
IONS,Ionis Pharmaceuticals Inc,Positive,--,,Long,Underweight,Buy,2.7,Moderate Buy,Neutral
IINX,Ionix Technology Inc,--,--,,NC,--,,0.0,,
IONQ,IONQ Inc,Neutral,--,,NC,--,,2.2,Strong Buy,Bullish
IOVA,Iovance Biotherapeutics Inc,Neutral,--,,NC,--,,1.9,Strong Buy,Bullish
IPGP,IPG Photonics Corporation,Neutral,--,HOLD,Long,--,Sell,2.5,Moderate Buy,Bearish
IPW^G17,iPower Inc,Neutral,--,,NC,--,,2.0,,
IQ,IQIYI Inc - ADR,Negative,--,,Avoid,Underweight,Sell,2.3,Moderate Buy,Neutral
IQST,Iqstel Inc,--,--,,NC,--,,0.0,N/A,Neutral
IQV,Iqvia Holdings Inc,Neutral,Buy,BUY,Long,Overweight,Hold,1.6,Strong Buy,Bullish
IRMD,Iradimed Corp,Neutral,--,,Long,--,Hold,1.5,Moderate Buy,Bullish
IRTC,Irhythm Technologies Inc,Neutral,--,,Long,Overweight,Sell,2.0,Moderate Buy,Bullish
IRIX,IRIDEX Corporation,Neutral,--,,NC,--,,1.5,N/A,Bullish
IRDM,Iridium Communications Inc,Neutral,--,HOLD,Long,Overweight,Hold,1.5,Moderate Buy,Bullish
IRAA,Iris Acquisition Corp,--,--,,NC,--,,0.0,,
IREN,Iris Energy Ltd,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
IRBT,iRobot Corporation,Negative,--,SELL,Long,--,Sell,3.0,Moderate Sell,Bullish
IRM,Iron Mountain Inc,Neutral,--,HOLD,Long,--,Sell,2.1,Strong Buy,Bullish
ISAA,Iron Spark I Inc,--,--,,NC,--,,0.0,,
IRNT,Ironnet Inc,Negative,--,,NC,--,,3.0,Hold,Bullish
IS,Ironsource Ltd,Neutral,--,,NC,--,,2.2,Moderate Buy,Bullish
IRNS,Ironstone Properties Inc,--,--,,NC,--,,0.0,,
IRWD,"Ironwood Pharmaceuticals, Inc.",Neutral,--,HOLD,Long,Equalweight,Hold,2.4,Hold,Bullish
IRS,Irsa Inversiones y Rprsntcins SA (ADR),--,--,,Neutral From Avoid,--,Drop,1.5,,
ISBA,Isabella Bank Corp,--,--,,NC,--,,3.0,,
ITSXF,ISHARES S&P/TSX CAP FINS IDX,--,--,,NC,--,,0.0,,
ISGN,Isign Solutions Inc,--,--,,NC,--,,0.0,,
ISLE,Isleworth Healthcare Acquisition Corp,Neutral,--,,NC,--,,0.0,,
ISO,IsoPlexis Corp,Negative,--,,NC,Equalweight,,2.5,Strong Buy,N/A
ISR,"IsoRay, Inc.",Neutral,--,,NC,--,,2.0,Moderate Buy,N/A
ISPC,iSpecimen Inc,Negative,--,,NC,--,,2.0,,
ISDR,Issuer Direct Corp,Neutral,--,,NC,--,,2.0,N/A,Neutral
STAR,istar Inc,Positive,--,HOLD,Long,--,Buy,2.3,Moderate Buy,Bullish
ISUN,iSun Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
ITP,IT Tech Packaging Inc,Neutral,--,,NC,--,,0.0,,
ITCB,Itau Corpbanca (ADR),--,--,,NC,--,,2.0,,
ITUB,Itau Unibanco Holding SA (ADR),--,--,,Avoid,Overweight,,2.1,Hold,Bullish
INLB,Item 9 Labs Corp,--,--,,NC,--,,2.0,Moderate Buy,N/A
ITOS,iTeos Therapeutics Inc,Neutral,--,HOLD,NC,--,,1.6,Strong Buy,Bullish
ITI,Iteris Inc,Negative,--,,NC,--,,2.3,Moderate Buy,Bullish
ITRM,Iterum Therapeutics PLC,Negative,--,,NC,--,,3.0,Hold,N/A
ITEX,ITEX Corporation,--,--,,NC,--,,0.0,,
ITQ,Itiquira Acquisition Corp,Neutral,--,,NC,--,,0.0,,
IKTO,Itokk Inc,--,--,,NC,--,,0.0,,
ITNS,ITonis Inc,--,--,,NC,--,,0.0,,
ITRI,Itron Inc,Negative,Hold,SELL,Long,Equalweight,Sell,2.6,Moderate Buy,Neutral
ITT,ITT Inc,Positive,--,BUY,Long,--,Hold,2.0,Strong Buy,Bullish
ITRN,Ituran Location and Control Ltd. (US),Positive,--,,Long,--,Hold,2.5,N/A,Bullish
IE,Ivanhoe Electric Inc,--,--,,NC,--,,1.5,Moderate Buy,N/A
IVDA,Iveda Solutions Inc,--,--,,NC,--,,2.0,Moderate Buy,N/A
ISEE,IVERIC bio Inc,Negative,--,,NC,Overweight,Drop,1.6,Strong Buy,N/A
IXAQ,IX Acquisition Corp,--,--,,NC,--,,0.0,,
IZEA,IZEA Worldwide Inc,Neutral,--,,NC,--,,1.0,N/A,Bearish
JJSF,J & J Snack Foods Corp,Neutral,--,HOLD,Long,--,Sell,2.2,Hold,Bullish
JBHT,J B Hunt Transport Services Inc,Positive,Buy,BUY,Long,Equalweight,Buy,2.1,Moderate Buy,Bullish
JDWPY,J D Wetherspoon PLC (ADR),--,--,,NC,--,,0.0,,
SJM,J M Smucker Co,Neutral,Hold,HOLD,Long,Underweight,Hold,3.3,Hold,Bullish
JSAIY,J Sainsbury plc (ADR),--,--,,NC,--,,4.0,N/A,Bullish
MAYS,J W Mays Inc,--,--,,NC,--,,0.0,,
JBL,Jabil Inc,Positive,Buy,BUY,Long,--,Buy,1.5,Moderate Buy,Bullish
JCIC,Jack Creek Investment Corp,Neutral,--,,NC,--,,0.0,,
JKHY,"Jack Henry & Associates, Inc.",Positive,--,BUY,Long,Equalweight,Buy,2.8,Hold,Bullish
JACK,Jack in the Box Inc.,Neutral,--,HOLD,Long,Equalweight,Sell,2.5,Moderate Buy,Bullish
JKSM,Jacksam Corp,--,--,,NC,--,,0.0,,
RJAC,Jackson Acquisition Co,--,--,,NC,--,,0.0,,
JXN,Jackson Financial Inc,Positive,--,,NC,Equalweight,,2.6,Hold,Bullish
J,Jacobs Engineering Group Inc,Neutral,Buy,HOLD,NC,--,Hold,1.7,Strong Buy,Bullish
JADA,Jadeart Group Inc,--,--,,NC,--,,0.0,,
JGGC,Jaguar Global Growth Corporation I,--,--,,NC,--,,0.0,,
JAGX,Jaguar Health Inc,Negative,--,,NC,--,,1.5,,
JAGGF,Jaguar Mining Inc (USA),--,--,,NC,--,,0.0,N/A,Neutral
JAKK,"JAKKS Pacific, Inc.",Neutral,--,,NC,--,Drop,2.3,Moderate Buy,Bullish
JHX,James Hardie Industries plc (ADR),--,--,,NC,--,,2.0,Moderate Buy,Bullish
JRVR,James River Group Holdings Ltd,Neutral,--,BUY,NC,--,,2.1,Moderate Buy,N/A
JAMF,Jamf Holding Corp,Negative,--,,NC,--,,2.1,Strong Buy,Bullish
JANL,Janel Corp,--,--,,NC,--,,0.0,,
JAN,Janone Inc,--,--,,NC,--,Drop,0.0,,
JHG,Janus Henderson Group PLC,Neutral,--,HOLD,NC,--,,3.6,Moderate Sell,Bullish
JBI^L13,Janus International Group Inc,Neutral,--,,NC,Equalweight,,2.2,,
JANX,Janux Therapeutics Inc,Neutral,--,,NC,--,,1.8,Moderate Buy,N/A
JOF,Japan Smaller Capitalizaion Fund Inc.,--,--,,Long,--,,0.0,,
JAPAY,Japan Tobacco Inc - ADR,--,--,,NC,--,,4.0,,
JSPR,Jasper Therapeutics Inc,Negative,--,,NC,--,,1.5,Moderate Buy,Bullish
JATT,JATT Acquisition Corp,--,--,,NC,--,,0.0,,
HCNE,Jaws Hurricane Acquisition Corp,--,--,,NC,--,,0.0,,
JUGG,Jaws Juggernaut Acquisition Corp,Positive,--,,NC,--,,0.0,,
JWSM,Jaws Mustang Acquisition Corp,Neutral,--,,NC,--,,0.0,,
JAZZ,Jazz Pharmaceuticals PLC,Neutral,--,HOLD,Long,Equalweight,Sell,1.9,Strong Buy,Bullish
JBGS,JBG SMITH Properties,Negative,--,BUY,NC,--,,3.0,Hold,Bullish
JBSAY,JBS SA - ADR,--,--,,NC,--,,0.0,,
JD,JD.Com Inc(ADR),--,--,,Long,Overweight,Drop,1.8,Strong Buy,Bullish
JCSE,JE Cleantech Holdings Ltd,--,--,,NC,--,,0.0,,
JEF^C13,Jefferies Financial Group Inc,Positive,--,SELL,Long,Equalweight,Drop,2.4,Hold,Bullish
JFBC,Jeffersonville Bancorp,Positive,--,,NC,--,,0.0,,
JELD,Jeld-Wen Holding Inc,Negative,--,,Neutral From Avoid,--,Hold,3.0,Hold,Bullish
JRSH,Jerash Holdings (US) Inc,Positive,--,,NC,--,,2.0,Moderate Buy,N/A
JBLU,JetBlue Airways Corporation,Neutral,Hold,SELL,Neutral From Avoid,--,Hold,3.1,Hold,Bullish
JCTCF,Jewett-Cameron Trading Company Ltd,Neutral,--,,NC,--,,1.0,N/A,Bullish
FROG,JFrog Ltd,Neutral,--,,NC,Equalweight,,2.2,Moderate Buy,Bullish
JEXYY,Jiangsu Expressway Co Ltd (ADR),--,--,,NC,--,,0.0,,
JT,Jianpu Technology Inc - ADR,--,--,,NC,--,,2.0,,
JFIN,Jiayin Group Inc - ADR,Positive,--,,NC,--,,2.0,,
JKS,"JinkoSolar Holding Co., Ltd (ADR)",Negative,--,,Long,--,Sell,2.8,Hold,Bullish
JZXN,Jiuzi Holdings Inc,Negative,--,,NC,--,,0.0,,
JYAC,Jiya Acquisition Corp,--,--,,NC,--,,0.0,,
JILL,JJill Inc,Neutral,--,,NC,--,,3.0,N/A,Bullish
JLMC,"JLM Couture, Inc.",--,--,,NC,--,,0.0,,
JOAN,Joann Inc,Negative,--,,NC,--,,3.1,Hold,Neutral
JOBY,Joby Aviation Inc,Negative,--,,NC,Overweight,,2.6,Moderate Buy,Bullish
JOFF,Joff Fintech Acquisition Corp,Neutral,--,,NC,--,,0.0,,
JBSS,"John B. Sanfilippo & Son, Inc.",Positive,--,HOLD,Long,--,Hold,1.0,N/A,Bullish
JBT,John Bean Technologies Corp,Neutral,--,BUY,Long,--,Hold,2.2,Moderate Buy,Bullish
BTO,John Hancock Financial Opprts Fund,--,--,,Long,--,,0.0,,
HEQ,John Hancock Hedged Equity & Income Fund,--,--,,NC,--,,0.0,,
JHS,John Hancock Income Securities Trust,--,--,,NC,--,,1.0,,
JHI,John Hancock Investors Trust,--,--,,NC,--,,0.0,,
HPF,John Hancock Pref. Income Fund II,--,--,,NC,--,,0.0,,
HPI,John Hancock Preferred Income Fund,--,--,,NC,--,,0.0,,
HPS,John Hancock Preferred Income Fund III,--,--,,NC,--,,0.0,,
PDT,John Hancock Premium Dividend Fund,--,--,,NC,--,,0.0,,
HTD,John Hancock Tax-Advantage Dvd Incom Fd.,--,--,,NC,--,,0.0,,
HTY,John Hancock Tax-Advntgd Glbl SH Yld Fd,--,--,,NC,--,,0.0,,
JMSB,John Marshall Bancorp Inc,Neutral,--,,NC,--,,0.0,,
WLY,John Wiley & Sons Inc,Positive,--,HOLD,NC,--,Hold,2.0,,
JNJ,Johnson & Johnson,Neutral,Buy,BUY,Neutral From Avoid,Equalweight,Buy,2.4,Moderate Buy,Bullish
JCI^I16,Johnson Controls International PLC,--,Buy,BUY,Long,--,,2.0,Strong Buy,Bullish
JOUT,Johnson Outdoors Inc.,Neutral,--,,Long,--,Sell,1.0,N/A,Bullish
JYNT,Joint Corp,Negative,--,SELL,NC,--,,2.5,Hold,Bullish
JLL,Jones Lang LaSalle Inc,Positive,--,BUY,Neutral From Avoid,--,Buy,2.1,Moderate Buy,Bullish
JSDA,Jones Soda Co. ( USA ),--,--,,NC,--,,3.0,N/A,Bearish
JSHG,Joshua Gold Resources Inc,--,--,,NC,--,,0.0,,
JNCE,Jounce Therapeutics Inc,Negative,--,,NC,--,,2.1,Strong Buy,Bullish
DERM,Journey Medical Corp,--,--,,NC,--,,2.0,Moderate Buy,N/A
GTVI,Joway Health Industries Group Inc,--,--,,NC,--,,0.0,,
JWEL,Jowell Global Ltd,--,--,,NC,--,,0.0,N/A,Bullish
YY,JOYY Inc (ADR),Neutral,--,,Avoid,Equalweight,Sell,1.9,Moderate Buy,Bullish
JPM,JPMorgan Chase & Co,Positive,Buy,BUY,Neutral From Avoid,Underweight,Hold,2.3,Moderate Buy,Bullish
JRSS,JRSIS HEALTH CARE Corp,--,--,,NC,--,,0.0,,
JMIA,Jumia Technologies AG - ADR,Neutral,--,,NC,Underweight,,3.2,Hold,Neutral
JUVF,Juniata Valley Financial Corp,--,--,,NC,--,,0.0,,
JUN,Juniper II Corp,--,--,,NC,--,,0.0,,
JNPR,"Juniper Networks, Inc.",Neutral,Hold,BUY,Neutral From Avoid,Underweight,Hold,2.8,Moderate Buy,Bullish
JPPYY,Jupai Holdings Ltd (ADR),--,--,,NC,--,,0.0,,
JAQC,Jupiter Acquisition Corp,--,--,,NC,--,,0.0,,
JUPGF,Jupiter Gold Corp,--,--,,NC,--,,0.0,,
JWAC,Jupiter Wellness Acquisition Corp,--,--,,NC,--,,0.0,,
JUPW,Jupiter Wellness Inc,--,--,,NC,--,,0.0,N/A,Bullish
JTKWY,Just Eat Takeaway.com NV - ADR,--,--,,NC,Equalweight,,3.0,N/A,Bullish
LLL^G19,JX Luxventure Ltd,--,--,,NC,--,,0.0,,
KAI,Kadant Inc.,Positive,--,,Long,--,Buy,2.2,Moderate Buy,Bullish
KSI,Kadem Sustainable Impact Corp,--,--,,NC,--,,0.0,,
KAIR,Kairos Acquisition Corp,Neutral,--,,NC,--,,0.0,,
KACL,Kairous Acquisition Corp Ltd,--,--,,NC,--,,0.0,,
KALU,Kaiser Aluminum Corp.,Negative,--,SELL,Neutral From Avoid,--,Sell,3.3,Hold,Bullish
KAVL,Kaival Brands Innovations Group Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
KXIN,Kaixin Auto Holdings,--,--,,NC,--,,0.0,,
KALA,Kala Pharmaceuticals Inc,Negative,--,,NC,--,,1.8,Moderate Buy,Bearish
KLR,Kaleyra Inc,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
KLTR,Kaltura Inc,Neutral,--,,NC,--,,2.4,Moderate Buy,N/A
KALV,Kalvista Pharmaceuticals Inc,Neutral,--,,NC,--,,1.5,Strong Buy,N/A
KAMN,Kaman Corporation,Neutral,--,HOLD,Neutral From Avoid,--,Sell,2.0,Moderate Buy,N/A
KNDI,Kandi Technologies Group Inc,Neutral,--,,Long,--,Sell,2.0,Moderate Buy,Bullish
KCLI,Kansas City Life Insurance Co,--,--,,NC,--,Drop,0.0,,
BZ,Kanzhun Ltd,Neutral,--,,NC,Overweight,,1.7,N/A,Bearish
KAOOY,Kao Corp - ADR,--,--,,NC,--,,0.0,,
KAR,KAR Auction Services Inc,Neutral,--,BUY,Long,--,Hold,2.1,Strong Buy,Bullish
KRT,Karat Packaging Inc,Positive,--,,NC,--,,1.3,Moderate Buy,N/A
KARO,Karooooo Ltd,Positive,--,,NC,Overweight,,1.4,Strong Buy,Bullish
KRTX,Karuna Therapeutics Inc,Positive,--,,NC,--,,1.5,Strong Buy,Bullish
KPTI,Karyopharm Therapeutics Inc,Negative,--,,Avoid,Equalweight,Sell,2.3,Moderate Buy,Bullish
KSPN,Kaspien Holdings Inc,--,--,,NC,--,,2.0,,
KATX,Kat Exploration Inc,--,--,,NC,--,,0.0,,
KTHN,Katahdin Bankshares Corp,--,--,,NC,--,,0.0,,
KPLT,Katapult Holdings Inc,Neutral,--,,NC,--,,3.0,Hold,Bullish
KWHIY,Kawasaki Heavy Industries Ltd (ADR),--,--,,NC,--,,0.0,,
KAYS,Kaya Holdings Inc,--,--,,NC,--,,2.0,,
KYN,Kayne Anderson Energy Infrstctr Fund Inc,--,--,,Neutral From Avoid,--,,3.0,N/A,Bullish
KMF,Kayne Anderson Nextgen Energy&Infra Inc,--,--,,NC,--,,1.0,,
KZIA,Kazia Therapeutics Ltd (ADR),--,--,,NC,--,,3.0,Moderate Buy,N/A
KB,"KB Financial Group, Inc. (ADR)",--,--,,Neutral From Avoid,--,,1.0,N/A,Bullish
KBH,KB Home,Positive,Hold,HOLD,Neutral From Avoid,--,Hold,2.4,Moderate Buy,Bullish
KBR,"KBR, Inc.",Neutral,--,BUY,Long,--,Sell,1.8,Strong Buy,Bullish
,KDDI CORP ORD,--,--,,NC,Equalweight,,2.0,,
BEKE,KE Holdings Inc - ADR,--,--,,NC,Overweight,,1.9,Strong Buy,Bullish
KRNY,Kearny Financial Corp.,Positive,--,,NC,--,,2.3,N/A,Bullish
K,Kellogg Company,Neutral,Buy,HOLD,Long,Equalweight,Buy,3.1,Hold,Bullish
KELYA,"Kelly Services, Inc.",Positive,--,BUY,Long,--,Hold,1.3,Moderate Buy,Bullish
KLYG,Kelyniam Global Inc,--,--,,NC,--,,0.0,,
KMPR,Kemper Corp,Neutral,--,HOLD,Neutral From Long,--,Sell,2.9,Hold,N/A
KMPH,KemPharm Inc,Positive,--,,NC,--,,2.0,Moderate Buy,N/A
KENS,Kenilworth Systems Corporation,--,--,,NC,--,,0.0,,
KMT,Kennametal Inc.,Neutral,--,BUY,Neutral From Avoid,Equalweight,Hold,3.1,Hold,Neutral
KW,Kennedy-Wilson Holdings Inc,Neutral,--,,Neutral From Avoid,--,Hold,2.3,Moderate Buy,Bullish
KEN,Kenon Holdings Ltd,Positive,--,,NC,--,,1.0,N/A,Bullish
KCAC/U,Kensington Capital Acquisition Corp IV,--,--,,NC,--,,0.0,,
KCGI,Kensington Capital Acquisition Corp V,--,--,,NC,--,,0.0,,
KFFB,Kentucky First Federal Bancorp,Neutral,--,,NC,--,,0.0,,
KPELY,Keppel Corporation Ltd - ADR,--,--,,NC,--,,0.0,,
KRNL,Kernel Group Holdings Inc,Positive,--,,NC,--,,0.0,,
KROS,Keros Therapeutics Inc,Negative,--,,NC,--,,1.4,Strong Buy,N/A
KRYAY,Kerry Group PLC - ADR,--,--,,NC,--,,1.0,,
KDP,Keurig Dr Pepper Inc,Neutral,--,,NC,Equalweight,Drop,2.3,Moderate Buy,Bullish
KEQU,Kewaunee Scientific Corporation,Neutral,--,,NC,--,,2.0,,
KEWL,Keweenaw Land Association Ltd,--,--,,NC,--,,0.0,,
KWPCY,Kewpie Corp (ADR),--,--,,NC,--,,0.0,,
KTCC,Key Tronic Corporation,Negative,--,,Neutral From Avoid,--,Sell,2.0,,
KYCH,Keyarch Acquisition Corp,--,--,,NC,--,,0.0,,
KEY,KeyCorp,Positive,Buy,BUY,Neutral From Avoid,Equalweight,Hold,2.7,Hold,Bullish
KEYS,Keysight Technologies Inc,Positive,--,HOLD,Long,Equalweight,,2.0,Moderate Buy,Bullish
KZR,Kezar Life Sciences Inc,Neutral,--,,NC,--,,1.7,Strong Buy,Bullish
KFRC,Kforce Inc.,Neutral,--,,Neutral From Avoid,--,Sell,1.8,Moderate Buy,Bullish
KVSA,Khosla Ventures Acquisition Co,--,--,,NC,--,,0.0,,
KVSC,Khosla Ventures Acquisition III Co,--,--,,NC,--,,0.0,,
PIK,Kidpik Corp,Neutral,--,,NC,--,,2.0,N/A,Bearish
KRC,Kilroy Realty Corp,Neutral,--,BUY,Neutral From Avoid,--,Sell,2.1,Moderate Buy,Bullish
KE,Kimball Electronics Inc,Neutral,--,,Long,--,Hold,1.3,Moderate Buy,Bullish
KBAL,Kimball International Inc,Negative,--,,Long,--,Sell,1.0,N/A,Bullish
KRP,Kimbell Royalty Partners LP,Positive,--,,NC,--,,1.5,Strong Buy,Bullish
TGR^J14,Kimbell Tiger Acquisition Corp,--,--,,NC,--,,0.0,,
KMB,Kimberly Clark Corp,Neutral,Hold,HOLD,Long,Equalweight,Hold,3.1,Hold,Bullish
KCDMY,Kimberly-Clark de Mexico SAB de CV - ADR,--,--,,NC,--,,0.0,,
KIM,Kimco Realty Corp,Neutral,Buy,HOLD,Neutral From Avoid,Equalweight,Hold,2.1,Moderate Buy,Bullish
KMI^E07,Kinder Morgan Inc,Neutral,Hold,BUY,Avoid,Underweight,Hold,3.0,Moderate Buy,Bullish
KNIT,Kinetic Group Inc,--,--,,NC,--,,0.0,,
KNTK,Kinetik Holdings Inc,Neutral,--,,NC,--,,1.7,Strong Buy,Bullish
KRFG,"King Resources, Inc.",--,--,,NC,--,,0.0,,
KC,Kingsoft Cloud Holdings Ltd,Negative,--,,NC,--,,2.1,Moderate Buy,Neutral
KINS,Kingstone Companies Inc,Negative,--,,NC,--,Sell,2.0,Moderate Buy,N/A
KFS,Kingsway Financial Services Inc,Positive,--,,NC,--,,0.0,,
KWAC,Kingswood Acquisition Corp,--,--,,NC,--,,0.0,,
KNSA,Kiniksa Pharmaceuticals Ltd,Neutral,--,,NC,--,,1.6,Moderate Buy,Bullish
KNTE,Kinnate Biopharma Inc,Negative,--,,NC,--,,1.4,Strong Buy,N/A
KGC,Kinross Gold Corporation (USA),--,--,SELL,Neutral From Avoid,--,Drop,2.2,Moderate Buy,Bullish
KINZ,KINS Technology Group Inc,Neutral,--,,NC,--,,0.0,,
KNSL,Kinsale Capital Group Inc,Positive,--,BUY,NC,--,,2.4,Moderate Buy,Bullish
KTRA,Kintara Therapeutics Inc,Negative,--,,NC,--,,2.3,Moderate Buy,N/A
KPRX,Kiora Pharmaceuticals Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
KEX,Kirby Corporation,Negative,--,HOLD,Neutral From Avoid,--,Sell,1.6,Moderate Buy,Neutral
KNBWY,Kirin Holdings Co Ltd (ADR),--,--,,NC,--,,1.0,,
